Group Op Report
Name,Num Calls Aggregated,Num TC Eligible Ops,Num Ops Using TC,Total CPU Time (ns),Avg. CPU Time (ns),Min CPU Time (ns),Max CPU Time (ns),Total GPU Time (ns),Avg. GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total CPU Overhead (ns),Avg. CPU Overhead (ns),Min CPU Overhead (ns),Max CPU Overhead (ns),Total GPU Idle (ns),Avg. GPU Idle (ns),Min GPU Idle (ns),Max GPU Idle (ns)
"/module/main/model_eval::load_model/DataParallel::load_state_dict/",727,0,0,15740872,15740872.0,15740872,15740872,1918466,1918466.0,1918466,1918466,7940602,7940602.0,7940602,7940602,0,0.0,0,0
"/module/main/model_eval::load_model/DataParallel::load_state_dict/load/",727,0,0,15740872,15740872.0,15740872,15740872,1918466,1918466.0,1918466,1918466,7940602,7940602.0,7940602,7940602,0,0.0,0,0
"/module/main/model_eval::load_model/DataParallel::load_state_dict/load/BatchNorm2d::_load_from_state_dict/",714,0,0,15411216,15411216.0,15411216,15411216,1884996,1884996.0,1884996,1884996,7791215,7791215.0,7791215,7791215,0,0.0,0,0
"/module/main/model_eval::load_model/DataParallel::load_state_dict/load/Conv2d::_load_from_state_dict/",11,0,0,285197,285197.0,285197,285197,28222,28222.0,28222,28222,126997,126997.0,126997,126997,0,0.0,0,0
"/module/main/model_eval::load_model/DataParallel::load_state_dict/load/Conv2d::_load_from_state_dict/BatchNorm2d::_load_from_state_dict/",10,0,0,234008,234008.0,234008,234008,25342,25342.0,25342,25342,109338,109338.0,109338,109338,0,0.0,0,0
"/module/main/model_eval::load_model/DataParallel::load_state_dict/load/Linear::_load_from_state_dict/",2,0,0,44459,44459.0,44459,44459,5248,5248.0,5248,5248,22390,22390.0,22390,22390,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/",2305,0,0,330071650,330071650.0,330071650,330071650,0,0.0,0,0,330071650,330071650.0,330071650,330071650,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/Linear::__init__/",2,0,0,99929,99929.0,99929,99929,0,0.0,0,0,99929,99929.0,99929,99929,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/Linear::__init__/Linear::reset_parameters/",2,0,0,99929,99929.0,99929,99929,0,0.0,0,0,99929,99929.0,99929,99929,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/Linear::__init__/Linear::reset_parameters/kaiming_uniform_/",1,0,0,95749,95749.0,95749,95749,0,0.0,0,0,95749,95749.0,95749,95749,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/Linear::__init__/Linear::reset_parameters/uniform_/",1,0,0,4180,4180.0,4180,4180,0,0.0,0,0,4180,4180.0,4180,4180,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/Linear::__init__/Linear::reset_parameters/uniform_/_no_grad_uniform_/",1,0,0,4180,4180.0,4180,4180,0,0.0,0,0,4180,4180.0,4180,4180,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/",2302,0,0,329696614,329696614.0,329696614,329696614,0,0.0,0,0,329696614,329696614.0,329696614,329696614,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/",2302,0,0,329696614,329696614.0,329696614,329696614,0,0.0,0,0,329696614,329696614.0,329696614,329696614,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/",1453,0,0,97233753,97233753.0,97233753,97233753,0,0.0,0,0,97233753,97233753.0,97233753,97233753,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[2]/",8,0,0,148848,148848.0,148848,148848,0,0.0,0,0,148848,148848.0,148848,148848,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[2]/BatchNorm2d::__init__/",8,0,0,148848,148848.0,148848,148848,0,0.0,0,0,148848,148848.0,148848,148848,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[2]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/",5,0,0,47058,47058.0,47058,47058,0,0.0,0,0,47058,47058.0,47058,47058,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[2]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/BatchNorm2d::reset_running_stats/",3,0,0,35978,35978.0,35978,35978,0,0.0,0,0,35978,35978.0,35978,35978,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[2]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/",1,0,0,7470,7470.0,7470,7470,0,0.0,0,0,7470,7470.0,7470,7470,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[2]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/_no_grad_fill_/",1,0,0,7470,7470.0,7470,7470,0,0.0,0,0,7470,7470.0,7470,7470,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[2]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/",1,0,0,3610,3610.0,3610,3610,0,0.0,0,0,3610,3610.0,3610,3610,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[2]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/_no_grad_zero_/",1,0,0,3610,3610.0,3610,3610,0,0.0,0,0,3610,3610.0,3610,3610,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[5]/",8,0,0,45130,45130.0,45130,45130,0,0.0,0,0,45130,45130.0,45130,45130,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[5]/BatchNorm2d::__init__/",8,0,0,45130,45130.0,45130,45130,0,0.0,0,0,45130,45130.0,45130,45130,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[5]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/",5,0,0,21000,21000.0,21000,21000,0,0.0,0,0,21000,21000.0,21000,21000,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[5]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/BatchNorm2d::reset_running_stats/",3,0,0,13220,13220.0,13220,13220,0,0.0,0,0,13220,13220.0,13220,13220,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[5]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/",1,0,0,4990,4990.0,4990,4990,0,0.0,0,0,4990,4990.0,4990,4990,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[5]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/_no_grad_fill_/",1,0,0,4990,4990.0,4990,4990,0,0.0,0,0,4990,4990.0,4990,4990,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[5]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/",1,0,0,2790,2790.0,2790,2790,0,0.0,0,0,2790,2790.0,2790,2790,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/BatchNorm2d::__init__[5]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/_no_grad_zero_/",1,0,0,2790,2790.0,2790,2790,0,0.0,0,0,2790,2790.0,2790,2790,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/Conv2d::__init__/",1,0,0,159369,159369.0,159369,159369,0,0.0,0,0,159369,159369.0,159369,159369,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/Conv2d::__init__/Conv2d::reset_parameters/",1,0,0,159369,159369.0,159369,159369,0,0.0,0,0,159369,159369.0,159369,159369,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/Conv2d::__init__/Conv2d::reset_parameters/kaiming_uniform_/",1,0,0,159369,159369.0,159369,159369,0,0.0,0,0,159369,159369.0,159369,159369,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/Linear::__init__[6]/",2,0,0,7228639,7228639.0,7228639,7228639,0,0.0,0,0,7228639,7228639.0,7228639,7228639,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/Linear::__init__[6]/Linear::reset_parameters/",2,0,0,7228639,7228639.0,7228639,7228639,0,0.0,0,0,7228639,7228639.0,7228639,7228639,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/Linear::__init__[6]/Linear::reset_parameters/kaiming_uniform_/",1,0,0,7217039,7217039.0,7217039,7217039,0,0.0,0,0,7217039,7217039.0,7217039,7217039,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/Linear::__init__[6]/Linear::reset_parameters/uniform_/",1,0,0,11600,11600.0,11600,11600,0,0.0,0,0,11600,11600.0,11600,11600,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/Linear::__init__[6]/Linear::reset_parameters/uniform_/_no_grad_uniform_/",1,0,0,11600,11600.0,11600,11600,0,0.0,0,0,11600,11600.0,11600,11600,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/",1044,0,0,49289510,49289510.0,49289510,49289510,0,0.0,0,0,49289510,49289510.0,49289510,49289510,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/",1044,0,0,49289510,49289510.0,49289510,49289510,0,0.0,0,0,49289510,49289510.0,49289510,49289510,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__/",464,0,0,2518495,2518495.0,2518495,2518495,0,0.0,0,0,2518495,2518495.0,2518495,2518495,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/",290,0,0,1161360,1161360.0,1161360,1161360,0,0.0,0,0,1161360,1161360.0,1161360,1161360,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/BatchNorm2d::reset_running_stats/",174,0,0,687025,687025.0,687025,687025,0,0.0,0,0,687025,687025.0,687025,687025,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/",58,0,0,307886,307886.0,307886,307886,0,0.0,0,0,307886,307886.0,307886,307886,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/_no_grad_fill_/",58,0,0,307886,307886.0,307886,307886,0,0.0,0,0,307886,307886.0,307886,307886,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/",58,0,0,166449,166449.0,166449,166449,0,0.0,0,0,166449,166449.0,166449,166449,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/_no_grad_zero_/",58,0,0,166449,166449.0,166449,166449,0,0.0,0,0,166449,166449.0,166449,166449,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__[3]/",464,0,0,2378108,2378108.0,2378108,2378108,0,0.0,0,0,2378108,2378108.0,2378108,2378108,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__[3]/BatchNorm2d::__init__/",464,0,0,2378108,2378108.0,2378108,2378108,0,0.0,0,0,2378108,2378108.0,2378108,2378108,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__[3]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/",290,0,0,1149642,1149642.0,1149642,1149642,0,0.0,0,0,1149642,1149642.0,1149642,1149642,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__[3]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/BatchNorm2d::reset_running_stats/",174,0,0,687461,687461.0,687461,687461,0,0.0,0,0,687461,687461.0,687461,687461,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__[3]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/",58,0,0,298535,298535.0,298535,298535,0,0.0,0,0,298535,298535.0,298535,298535,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__[3]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/_no_grad_fill_/",58,0,0,298535,298535.0,298535,298535,0,0.0,0,0,298535,298535.0,298535,298535,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__[3]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/",58,0,0,163646,163646.0,163646,163646,0,0.0,0,0,163646,163646.0,163646,163646,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/BatchNorm2d::__init__[3]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/_no_grad_zero_/",58,0,0,163646,163646.0,163646,163646,0,0.0,0,0,163646,163646.0,163646,163646,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/Conv2d::__init__[2]/",58,0,0,28859078,28859078.0,28859078,28859078,0,0.0,0,0,28859078,28859078.0,28859078,28859078,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/Conv2d::__init__[2]/Conv2d::__init__/",58,0,0,28859078,28859078.0,28859078,28859078,0,0.0,0,0,28859078,28859078.0,28859078,28859078,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/Conv2d::__init__[2]/Conv2d::__init__/Conv2d::reset_parameters/",58,0,0,28859078,28859078.0,28859078,28859078,0,0.0,0,0,28859078,28859078.0,28859078,28859078,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/Conv2d::__init__[2]/Conv2d::__init__/Conv2d::reset_parameters/kaiming_uniform_/",58,0,0,28859078,28859078.0,28859078,28859078,0,0.0,0,0,28859078,28859078.0,28859078,28859078,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/Conv2d::__init__[4]/",58,0,0,15533829,15533829.0,15533829,15533829,0,0.0,0,0,15533829,15533829.0,15533829,15533829,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/Conv2d::__init__[4]/Conv2d::__init__/",58,0,0,15533829,15533829.0,15533829,15533829,0,0.0,0,0,15533829,15533829.0,15533829,15533829,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/Conv2d::__init__[4]/Conv2d::__init__/Conv2d::reset_parameters/",58,0,0,15533829,15533829.0,15533829,15533829,0,0.0,0,0,15533829,15533829.0,15533829,15533829,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_DenseBlock::__init__[3]/_DenseLayer::__init__/Conv2d::__init__[4]/Conv2d::__init__/Conv2d::reset_parameters/kaiming_uniform_/",58,0,0,15533829,15533829.0,15533829,15533829,0,0.0,0,0,15533829,15533829.0,15533829,15533829,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/",27,0,0,5008892,5008892.0,5008892,5008892,0,0.0,0,0,5008892,5008892.0,5008892,5008892,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/BatchNorm2d::__init__/",24,0,0,127339,127339.0,127339,127339,0,0.0,0,0,127339,127339.0,127339,127339,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/",15,0,0,59990,59990.0,59990,59990,0,0.0,0,0,59990,59990.0,59990,59990,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/BatchNorm2d::reset_running_stats/",9,0,0,33740,33740.0,33740,33740,0,0.0,0,0,33740,33740.0,33740,33740,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/",3,0,0,14870,14870.0,14870,14870,0,0.0,0,0,14870,14870.0,14870,14870,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/ones_/_no_grad_fill_/",3,0,0,14870,14870.0,14870,14870,0,0.0,0,0,14870,14870.0,14870,14870,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/",3,0,0,11380,11380.0,11380,11380,0,0.0,0,0,11380,11380.0,11380,11380,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/BatchNorm2d::__init__/BatchNorm2d::reset_parameters/zeros_/_no_grad_zero_/",3,0,0,11380,11380.0,11380,11380,0,0.0,0,0,11380,11380.0,11380,11380,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/Conv2d::__init__[2]/",3,0,0,4881553,4881553.0,4881553,4881553,0,0.0,0,0,4881553,4881553.0,4881553,4881553,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/Conv2d::__init__[2]/Conv2d::__init__/",3,0,0,4881553,4881553.0,4881553,4881553,0,0.0,0,0,4881553,4881553.0,4881553,4881553,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/Conv2d::__init__[2]/Conv2d::__init__/Conv2d::reset_parameters/",3,0,0,4881553,4881553.0,4881553,4881553,0,0.0,0,0,4881553,4881553.0,4881553,4881553,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/_Transition::__init__[4]/Conv2d::__init__[2]/Conv2d::__init__/Conv2d::reset_parameters/kaiming_uniform_/",3,0,0,4881553,4881553.0,4881553,4881553,0,0.0,0,0,4881553,4881553.0,4881553,4881553,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/constant_/",121,0,0,640493,640493.0,640493,640493,0,0.0,0,0,640493,640493.0,640493,640493,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/constant_/_no_grad_fill_/",121,0,0,640493,640493.0,640493,640493,0,0.0,0,0,640493,640493.0,640493,640493,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/constant_[2]/",121,0,0,554406,554406.0,554406,554406,0,0.0,0,0,554406,554406.0,554406,554406,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/constant_[2]/_no_grad_fill_/",121,0,0,554406,554406.0,554406,554406,0,0.0,0,0,554406,554406.0,554406,554406,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/constant_[3]/",1,0,0,4490,4490.0,4490,4490,0,0.0,0,0,4490,4490.0,4490,4490,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/constant_[3]/_no_grad_fill_/",1,0,0,4490,4490.0,4490,4490,0,0.0,0,0,4490,4490.0,4490,4490,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/DenseNet::__init__/kaiming_normal_/",120,0,0,34153976,34153976.0,34153976,34153976,0,0.0,0,0,34153976,34153976.0,34153976,34153976,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/_load_state_dict/",849,0,0,232462861,232462861.0,232462861,232462861,0,0.0,0,0,232462861,232462861.0,232462861,232462861,0,0.0,0,0
"/module/main/model_eval::load_model/densenet121_multi::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/",848,0,0,20144569,20144569.0,20144569,20144569,0,0.0,0,0,20144569,20144569.0,20144569,20144569,0,0.0,0,0
